ofi_insc;prov_insc;cant_insc;parr_insc;anio_insc;mes_insc;dia_insc;fecha_insc;anio_div;mes_div;dia_div;fecha_div;anio_mat;mes_mat;dia_mat;fecha_mat;mcapbie;dur_mat;cau_div;nac_hom;cod_paish;anio_nach;mes_nach;dia_nach;fecha_nach;edad_hom;hijos_hom;p_etnica_hom;sabe_leerh;niv_insth;prov_habh;cant_habh;parr_habh;area_hom;nac_muj;cod_paism;anio_nacm;mes_nacm;dia_nacm;fecha_nacm;edad_muj;hijos_muj;p_etnica_muj;sabe_leerm;niv_instm;prov_habm;cant_habm;parr_habm;area_muj
1;Loja;Loja;Loja, cabecera cantonal y capital provincial;2016;Mayo;10;05/10/2016;2016;Febrero;16;2/16/2016;2010;Agosto;23;8/23/2010;No;5;2;Ecuatoriano;EC;1989;2;15;2/15/1989;27;0;Mestizo;Si;Ciclo posbachillerato;Loja;Loja;Sucre;Urbana;Ecuatoriana;EC;1988;11;3;11/03/1988;27;2;Mestiza;Si;Secundaria;Loja;Loja;Sucre;Urbana
1;Loja;Loja;Loja, cabecera cantonal y capital provincial;2016;Febrero;16;2/16/2016;2016;Febrero;15;2/15/2016;1973;Septiembre;8;09/08/1973;Si;42;1;Ecuatoriano;EC;1954;6;20;6/20/1954;61;0;Mestizo;Si;Secundaria;Azuay;Cuenca;Cuenca, cabecera cantonal y capital provincial;Urbana;Ecuatoriana;EC;1952;6;20;6/20/1952;63;0;Mestiza;Si;Secundaria;Azuay;Cuenca;Cuenca, cabecera cantonal y capital provincial;Urbana
1;Loja;Loja;Loja, cabecera cantonal y capital provincial;2016;Febrero;24;2/24/2016;2016;Febrero;3;02/03/2016;1990;Marzo;30;3/30/1990;Se ignora;25;1;Ecuatoriano;EC;1965;3;3;03/03/1965;50;0;Ignorado;Se ignora;Se ignora;Loja;Loja;Loja, cabecera cantonal y capital provincial;Urbana;Ecuatoriana;EC;1964;7;1;07/01/1964;51;4;Mestiza;Si;Secundaria;Pichincha;Quito;Quito Distrito Metropolitano, cabecera cantonal, capital provincial;Urbana
1;Loja;Loja;Loja, cabecera cantonal y capital provincial;2016;Agosto;31;8/31/2016;2016;Febrero;23;2/23/2016;2001;Diciembre;14;12/14/2001;Se ignora;14;1;Ecuatoriano;EC;1976;9;14;9/14/1976;39;0;Mestizo;Si;Superior;Zamora Chinchipe;Yantzaza (Yanzatza);Yantzaza (Yanzatza), cabecera cantonal;Urbana;Ecuatoriana;EC;1971;8;8;08/08/1971;45;0;Mestiza;Si;Superior;Loja;Loja;El Sagrario;Urbana
1;Loja;Loja;Loja, cabecera cantonal y capital provincial;2016;Abril;25;4/25/2016;2016;Febrero;16;2/16/2016;2013;Enero;24;1/24/2013;No;3;10;Ecuatoriano;EC;1988;5;11;05/11/1988;27;0;Mestizo;Si;Primaria;Loja;Saraguro;Manu;Rural;Ecuatoriana;EC;1990;5;18;5/18/1990;25;0;Mestiza;Si;Primaria;Santo Domingo de los Tsachilas;Santo Domingo;Santo Domingo de los Colorados, cabecera cantonal y capital provincial;Urbana
1;Loja;Loja;Loja, cabecera cantonal y capital provincial;2016;Febrero;25;2/25/2016;2016;Febrero;5;02/05/2016;2005;Julio;19;7/19/2005;Se ignora;10;1;Ecuatoriano;EC;1978;2;18;2/18/1978;38;0;Mestizo;Si;Primaria;Loja;Loja;Sucre;Urbana;Ecuatoriana;EC;1982;4;24;4/24/1982;33;1;Mestiza;Si;Primaria;Pichincha;Quito;Guamani;Urbana
1;Loja;Loja;Loja, cabecera cantonal y capital provincial;2016;Febrero;20;2/20/2016;2016;Febrero;11;02/11/2016;2008;Octubre;15;10/15/2008;Si;7;1;Ecuatoriano;EC;1956;3;4;03/04/1956;59;0;Mestizo;Si;Secundaria;Loja;Loja;Sucre;Urbana;Ecuatoriana;EC;1980;6;22;6/22/1980;35;1;Mestiza;Si;Se ignora;Loja;Loja;El Sagrario;Urbana
1;Loja;Loja;Loja, cabecera cantonal y capital provincial;2016;Septiembre;16;9/16/2016;2016;Julio;5;07/05/2016;2015;Febrero;27;2/27/2015;No;1;10;Ecuatoriano;EC;1987;9;25;9/25/1987;28;0;Mestizo;Si;Superior;Loja;Saraguro;Saraguro, cabecera cantonal;Urbana;Ecuatoriana;EC;1996;1;20;1/20/1996;20;0;Mestiza;Si;Educacion basica/media;Loja;Loja;Valle;Urbana
1;Loja;Loja;Loja, cabecera cantonal y capital provincial;2016;Septiembre;13;9/13/2016;2016;Julio;5;07/05/2016;2011;Febrero;17;2/17/2011;No;5;1;Ecuatoriano;EC;1979;1;1;01/01/1979;37;0;Mestizo;Si;Superior;Loja;Quilanga;Quilanga, cabecera cantonal;Urbana;Ecuatoriana;EC;1983;10;19;10/19/1983;32;2;Mestiza;Si;Primaria;Loja;Quilanga;Quilanga, cabecera cantonal;Urbana
1;Loja;Loja;Loja, cabecera cantonal y capital provincial;2016;Octubre;18;10/18/2016;2016;Julio;8;07/08/2016;1991;Septiembre;11;09/11/1991;No;25;10;Ecuatoriano;EC;1968;11;18;11/18/1968;47;0;Mestizo;Si;Primaria;El Oro;Machala;Puerto Bolivar;Urbana;Ecuatoriana;EC;1970;12;1;12/01/1970;45;1;Mestiza;Si;Secundaria;El Oro;Portovelo;Portovelo, cabecera cantonal;Urbana
1;Loja;Loja;Loja, cabecera cantonal y capital provincial;2016;Agosto;16;8/16/2016;2016;Julio;5;07/05/2016;2009;Agosto;5;08/05/2009;Se ignora;7;1;Ecuatoriano;EC;1980;12;7;12/07/1980;35;0;Mestizo;Si;Ciclo posbachillerato;Guayas;Balzar;Balzar, cabecera cantonal;Urbana;Ecuatoriana;EC;1990;5;14;5/14/1990;26;0;Mestiza;Si;Primaria;El Oro;Santa Rosa;Santa Rosa;Urbana
1;Loja;Loja;Loja, cabecera cantonal y capital provincial;2016;Julio;13;7/13/2016;2016;Julio;12;07/12/2016;1969;Agosto;13;8/13/1969;Se ignora;46;1;Ecuatoriano;EC;1946;10;17;10/17/1946;69;0;Mestizo;Si;Superior;Loja;Loja;Loja, cabecera cantonal y capital provincial;Urbana;Ecuatoriana;EC;1948;9;20;9/20/1948;67;0;Mestiza;Si;Superior;Loja;Loja;Loja, cabecera cantonal y capital provincial;Urbana
1;Loja;Loja;Loja, cabecera cantonal y capital provincial;2016;Julio;13;7/13/2016;2016;Julio;11;07/11/2016;1985;Diciembre;10;12/10/1985;Si;30;10;Ecuatoriano;EC;1960;1;10;01/10/1960;56;0;Mestizo;Si;Secundaria;Pichincha;Quito;Quito Distrito Metropolitano, cabecera cantonal, capital provincial;Urbana;Ecuatoriana;EC;1961;7;16;7/16/1961;54;0;Mestiza;Si;Secundaria;Loja;Loja;Valle;Urbana
1;Loja;Loja;Loja, cabecera cantonal y capital provincial;2016;Septiembre;26;9/26/2016;2016;Julio;19;7/19/2016;1983;Abril;18;4/18/1983;No;33;1;Ecuatoriano;EC;1961;12;13;12/13/1961;54;0;Mestizo;Si;Superior;Loja;Loja;Loja, cabecera cantonal y capital provincial;Urbana;Ecuatoriana;EC;1962;10;22;10/22/1962;53;0;Mestiza;Si;Secundaria;Loja;Loja;Sucre;Urbana
1;Loja;Loja;Loja, cabecera cantonal y capital provincial;2016;Julio;18;7/18/2016;2016;Julio;7;07/07/2016;1989;Julio;28;7/28/1989;Se ignora;26;1;Ecuatoriano;EC;1962;11;28;11/28/1962;53;1;Mestizo;Si;Ciclo posbachillerato;Loja;Loja;San Sebastian;Urbana;Ecuatoriana;EC;1964;7;28;7/28/1964;51;0;Mestiza;Si;Primaria;Loja;Loja;San Sebastian;Urbana
1;Loja;Loja;Loja, cabecera cantonal y capital provincial;2016;Octubre;17;10/17/2016;2016;Julio;8;07/08/2016;2009;Diciembre;21;12/21/2009;Se ignora;6;2;Ecuatoriano;EC;1957;4;11;04/11/1957;59;0;Mestizo;Si;Primaria;Loja;Loja;Valle;Urbana;Ecuatoriana;EC;1967;10;8;10/08/1967;49;0;Mestiza;Si;Primaria;Loja;Loja;Loja, cabecera cantonal y capital provincial;Urbana
1;Loja;Loja;Loja, cabecera cantonal y capital provincial;2016;Julio;22;7/22/2016;2016;Julio;7;07/07/2016;1985;Septiembre;28;9/28/1985;Se ignora;30;10;Ecuatoriano;EC;1965;5;3;05/03/1965;51;0;Mestizo;Si;Primaria;Loja;Loja;El Sagrario;Urbana;Ecuatoriana;EC;1970;2;15;2/15/1970;46;0;Mestiza;Si;Primaria;Loja;Loja;Loja, cabecera cantonal y capital provincial;Urbana
1;Loja;Loja;Loja, cabecera cantonal y capital provincial;2016;Agosto;1;08/01/2016;2016;Julio;9;07/09/2016;1992;Agosto;27;8/27/1992;No;23;10;Ecuatoriano;EC;1971;6;30;6/30/1971;45;0;Mestizo;Si;Superior;Loja;Loja;El Sagrario;Urbana;Ecuatoriana;EC;1971;4;16;4/16/1971;45;0;Mestiza;Si;Superior;Loja;Loja;El Sagrario;Urbana
1;Loja;Loja;Loja, cabecera cantonal y capital provincial;2016;Julio;28;7/28/2016;2016;Julio;13;7/13/2016;1991;Noviembre;6;11/06/1991;No;24;10;Ecuatoriano;EC;1967;4;5;04/05/1967;49;0;Mestizo;Si;Primaria;Loja;Loja;Sucre;Urbana;Ecuatoriana;EC;1973;10;31;10/31/1973;42;2;Mestiza;Si;Primaria;Loja;Loja;Valle;Urbana
1;Loja;Loja;Loja, cabecera cantonal y capital provincial;2016;Agosto;17;8/17/2016;2016;Julio;20;7/20/2016;1998;Junio;19;6/19/1998;Se ignora;18;1;Ecuatoriano;EC;1973;6;22;6/22/1973;43;0;Mestizo;Si;Superior;Loja;Loja;Sucre;Urbana;Ecuatoriana;EC;1976;8;17;8/17/1976;40;2;Mestiza;Si;Superior;Loja;Loja;El Sagrario;Urbana
1;Loja;Loja;Loja, cabecera cantonal y capital provincial;2016;Septiembre;30;9/30/2016;2016;Julio;19;7/19/2016;2002;Mayo;29;5/29/2002;No;14;10;Ecuatoriano;EC;1978;2;25;2/25/1978;38;0;Mestizo;Si;Se ignora;Loja;Loja;Vilcabamba  (Victoria);Rural;Ecuatoriana;EC;1973;4;29;4/29/1973;43;1;Mestiza;Si;Primaria;Loja;Loja;Sucre;Urbana
1;Loja;Loja;Loja, cabecera cantonal y capital provincial;2016;Julio;21;7/21/2016;2016;Julio;15;7/15/2016;2014;Octubre;3;10/03/2014;No;1;1;Ecuatoriano;EC;1982;1;29;1/29/1982;34;0;Mestizo;Si;Superior;Loja;Loja;Sucre;Urbana;Ecuatoriana;EC;1983;10;25;10/25/1983;32;0;Mestiza;Si;Superior;Loja;Loja;Valle;Urbana
1;Loja;Loja;Loja, cabecera cantonal y capital provincial;2016;Julio;21;7/21/2016;2016;Julio;1;07/01/2016;1998;Julio;10;07/10/1998;Se ignora;18;1;Ecuatoriano;EC;1976;9;10;09/10/1976;39;0;Mestizo;Si;Secundaria;Loja;Loja;Sucre;Urbana;Ecuatoriana;EC;1975;10;7;10/07/1975;40;0;Mestiza;Si;Secundaria;Loja;Loja;Sucre;Urbana
1;Loja;Loja;Loja, cabecera cantonal y capital provincial;2016;Agosto;1;08/01/2016;2016;Julio;13;7/13/2016;2003;Agosto;27;8/27/2003;Se ignora;12;10;Ecuatoriano;EC;1982;4;16;4/16/1982;34;0;Mestizo;Si;Secundaria;Loja;Loja;Loja, cabecera cantonal y capital provincial;Urbana;Ecuatoriana;EC;1978;9;26;9/26/1978;37;2;Mestiza;Si;Superior;Loja;Loja;Sucre;Urbana
1;Loja;Loja;Loja, cabecera cantonal y capital provincial;2016;Octubre;10;10/10/2016;2016;Julio;1;07/01/2016;1995;Noviembre;16;11/16/1995;Si;20;1;Ecuatoriano;EC;1978;4;10;04/10/1978;38;0;Mestizo;Si;Superior;Loja;Loja;Valle;Urbana;Ecuatoriana;EC;1978;3;24;3/24/1978;38;1;Mestiza;Si;Secundaria;Loja;Loja;Loja, cabecera cantonal y capital provincial;Urbana
1;Loja;Loja;Loja, cabecera cantonal y capital provincial;2016;Agosto;23;8/23/2016;2016;Julio;21;7/21/2016;2000;Abril;6;04/06/2000;Se ignora;16;1;Ecuatoriano;EC;1973;9;29;9/29/1973;42;0;Mestizo;Si;Ciclo posbachillerato;El Oro;Piñas;Piñas, cabecera cantonal;Urbana;Ecuatoriana;EC;1978;1;1;01/01/1978;38;2;Mestiza;Si;Superior;El Oro;Piñas;Piñas, cabecera cantonal;Urbana
1;Loja;Loja;Loja, cabecera cantonal y capital provincial;2016;Septiembre;23;9/23/2016;2016;Julio;28;7/28/2016;2009;Octubre;16;10/16/2009;No;6;1;Ecuatoriano;EC;1980;5;5;05/05/1980;36;0;Mestizo;Si;Secundaria;Loja;Loja;Sucre;Urbana;Ecuatoriana;EC;1980;5;5;05/05/1980;36;0;Mestiza;Si;Se ignora;Loja;Loja;San Sebastian;Urbana
1;Loja;Loja;Loja, cabecera cantonal y capital provincial;2016;Julio;22;7/22/2016;2016;Julio;11;07/11/2016;2008;Marzo;14;3/14/2008;Se ignora;8;1;Ecuatoriano;EC;1982;9;21;9/21/1982;33;0;Mestizo;Si;Superior;Loja;Loja;San Sebastian;Urbana;Ecuatoriana;EC;1983;11;22;11/22/1983;32;3;Mestiza;Si;Superior;Loja;Loja;El Sagrario;Urbana
1;Loja;Loja;Loja, cabecera cantonal y capital provincial;2016;Agosto;4;08/04/2016;2016;Julio;14;7/14/2016;2001;Enero;30;1/30/2001;Se ignora;15;10;Ecuatoriano;EC;1977;11;6;11/06/1977;38;0;Mestizo;Se ignora;Se ignora;Loja;Loja;Loja, cabecera cantonal y capital provincial;Urbana;Ecuatoriana;EC;1980;11;12;11/12/1980;35;4;Montubia;Si;Secundaria;Loja;Loja;Loja, cabecera cantonal y capital provincial;Urbana
1;Loja;Loja;Loja, cabecera cantonal y capital provincial;2016;Julio;27;7/27/2016;2016;Julio;19;7/19/2016;2004;Diciembre;15;12/15/2004;Se ignora;11;1;Ecuatoriano;EC;1982;8;9;08/09/1982;33;0;Mestizo;Si;Superior;Loja;Loja;El Sagrario;Urbana;Ecuatoriana;EC;1982;4;29;4/29/1982;34;2;Mestiza;Si;Superior;Loja;Loja;San Sebastian;Urbana
1;Loja;Loja;Loja, cabecera cantonal y capital provincial;2016;Diciembre;1;12/01/2016;2016;Julio;19;7/19/2016;2007;Marzo;8;03/08/2007;No;9;1;Ecuatoriano;EC;1979;4;17;4/17/1979;37;0;Mestizo;Si;Superior;Loja;Loja;Sucre;Urbana;Ecuatoriana;EC;1981;6;22;6/22/1981;35;0;Mestiza;Si;Superior;Loja;Loja;Sucre;Urbana
1;Loja;Loja;Loja, cabecera cantonal y capital provincial;2016;Octubre;26;10/26/2016;2016;Julio;25;7/25/2016;2009;Agosto;1;08/01/2009;No;7;1;Ecuatoriano;EC;1984;12;15;12/15/1984;31;0;Mestizo;Si;Primaria;Pichincha;Quito;Quito Distrito Metropolitano, cabecera cantonal, capital provincial;Urbana;Ecuatoriana;EC;1985;2;1;02/01/1985;31;1;Mestiza;Si;Superior;Loja;Loja;Valle;Urbana
1;Loja;Loja;Loja, cabecera cantonal y capital provincial;2016;Enero;7;01/07/2016;2011;Febrero;18;2/18/2011;2003;Mayo;16;5/16/2003;Se ignora;12;2;Ecuatoriano;EC;1972;5;11;05/11/1972;43;0;Mestizo;Si;Secundaria;Pichincha;Quito;Cotocollao;Urbana;Ecuatoriana;EC;1983;1;10;01/10/1983;32;2;Mestiza;Si;Secundaria;Loja;Paltas;Catacocha;Urbana
1;Loja;Loja;Loja, cabecera cantonal y capital provincial;2016;Julio;22;7/22/2016;2016;Julio;22;7/22/2016;2010;Enero;14;1/14/2010;Se ignora;6;1;Ecuatoriano;EC;1972;5;7;05/07/1972;44;0;Mestizo;Si;Superior;Loja;Loja;Loja, cabecera cantonal y capital provincial;Urbana;Ecuatoriana;EC;1982;7;15;7/15/1982;34;0;Mestiza;Si;Superior;Loja;Loja;Loja, cabecera cantonal y capital provincial;Urbana
1;Loja;Loja;Loja, cabecera cantonal y capital provincial;2016;Octubre;13;10/13/2016;2016;Julio;22;7/22/2016;2000;Enero;5;01/05/2000;No;16;1;Ecuatoriano;EC;1979;11;7;11/07/1979;36;0;Mestizo;Si;Primaria;Loja;Loja;Valle;Urbana;Ecuatoriana;EC;1981;3;1;03/01/1981;35;2;Mestiza;Si;Se ignora;Loja;Loja;Sucre;Urbana
1;Loja;Loja;Loja, cabecera cantonal y capital provincial;2016;Septiembre;26;9/26/2016;2016;Julio;27;7/27/2016;2000;Julio;7;07/07/2000;No;16;10;Ecuatoriano;EC;1961;5;10;05/10/1961;55;0;Mestizo;Si;Primaria;Manabi;Sucre;Bahia de Caraquez, cabecera cantonal;Urbana;Ecuatoriana;EC;1981;4;20;4/20/1981;35;2;Mestiza;Si;Primaria;Manabi;Sucre;Bahia de Caraquez, cabecera cantonal;Urbana
1;Loja;Loja;Loja, cabecera cantonal y capital provincial;2016;Septiembre;23;9/23/2016;2016;Julio;11;07/11/2016;2012;Marzo;2;03/02/2012;No;4;1;Ecuatoriano;EC;1989;4;19;4/19/1989;27;0;Mestizo;Si;Primaria;Loja;Loja;Sucre;Urbana;Ecuatoriana;EC;1991;7;6;07/06/1991;25;0;Mestiza;Si;Primaria;Loja;Loja;Sucre;Urbana
1;Loja;Loja;Loja, cabecera cantonal y capital provincial;2016;Agosto;4;08/04/2016;2016;Julio;13;7/13/2016;2004;Septiembre;15;9/15/2004;Se ignora;11;1;Ecuatoriano;EC;1985;9;20;9/20/1985;30;0;Mestizo;Si;Secundaria;Loja;Loja;Sucre;Urbana;Ecuatoriana;EC;1986;3;19;3/19/1986;30;2;Mestiza;Si;Secundaria;Loja;Loja;Loja, cabecera cantonal y capital provincial;Urbana
1;Loja;Loja;Loja, cabecera cantonal y capital provincial;2016;Agosto;19;8/19/2016;2016;Julio;22;7/22/2016;2015;Diciembre;18;12/18/2015;Se ignora;0;1;Ecuatoriano;EC;1993;4;27;4/27/1993;23;0;Mestizo;Si;Secundaria;Loja;Loja;El Sagrario;Urbana;Ecuatoriana;EC;1989;10;14;10/14/1989;26;0;Mestiza;Si;Superior;Loja;Loja;El Sagrario;Urbana
1;Loja;Loja;Loja, cabecera cantonal y capital provincial;2016;Noviembre;17;11/17/2016;2016;Julio;19;7/19/2016;2008;Noviembre;14;11/14/2008;No;8;1;Ecuatoriano;EC;1984;6;1;06/01/1984;32;0;Mestizo;Si;Superior;Loja;Loja;Loja, cabecera cantonal y capital provincial;Urbana;Ecuatoriana;EC;1984;9;12;09/12/1984;32;1;Mestiza;Si;Superior;Loja;Loja;San Sebastian;Urbana
1;Loja;Loja;Loja, cabecera cantonal y capital provincial;2016;Octubre;21;10/21/2016;2016;Julio;20;7/20/2016;2013;Enero;19;1/19/2013;No;3;1;Ecuatoriano;EC;1986;3;3;03/03/1986;30;0;Mestizo;Si;Superior;Loja;Loja;Sucre;Urbana;Ecuatoriana;EC;1988;8;31;8/31/1988;28;1;Mestiza;Si;Se ignora;Loja;Loja;El Sagrario;Urbana
1;Loja;Loja;Loja, cabecera cantonal y capital provincial;2016;Agosto;18;8/18/2016;2016;Julio;22;7/22/2016;2007;Julio;30;7/30/2007;Se ignora;9;1;Ecuatoriano;EC;1976;5;14;5/14/1976;40;1;Mestizo;Si;Ciclo posbachillerato;Galapagos;San Cristobal;Puerto Baquerizo Moreno, cabecera cantonal y capital provincial;Urbana;Ecuatoriana;EC;1983;8;13;8/13/1983;33;2;Mestiza;Si;Superior;Loja;Loja;Sucre;Urbana
1;Loja;Loja;Loja, cabecera cantonal y capital provincial;2016;Agosto;10;08/10/2016;2016;Julio;20;7/20/2016;2002;Mayo;30;5/30/2002;No;14;10;Ecuatoriano;EC;1973;8;3;08/03/1973;43;1;Mestizo;Si;Primaria;Loja;Loja;Loja, cabecera cantonal y capital provincial;Urbana;Ecuatoriana;EC;1985;7;28;7/28/1985;31;2;Mestiza;Si;Secundaria;Loja;Loja;Loja, cabecera cantonal y capital provincial;Urbana
1;Loja;Loja;Loja, cabecera cantonal y capital provincial;2016;Julio;8;07/08/2016;2016;Julio;8;07/08/2016;2014;Diciembre;2;12/02/2014;No;1;1;Ecuatoriano;EC;1986;4;18;4/18/1986;30;0;Mestizo;Si;Superior;Loja;Loja;El Sagrario;Urbana;Ecuatoriana;EC;1985;9;21;9/21/1985;30;2;Mestiza;Si;Primaria;Loja;Loja;San Sebastian;Urbana
1;Loja;Loja;Loja, cabecera cantonal y capital provincial;2016;Agosto;1;08/01/2016;2016;Julio;21;7/21/2016;2005;Abril;25;4/25/2005;Se ignora;11;1;Ecuatoriano;EC;1981;10;16;10/16/1981;34;0;Mestizo;Si;Secundaria;Loja;Loja;Loja, cabecera cantonal y capital provincial;Urbana;Ecuatoriana;EC;1986;7;14;7/14/1986;30;1;Mestiza;Si;Superior;Loja;Loja;Sucre;Urbana
1;Loja;Loja;Loja, cabecera cantonal y capital provincial;2016;Noviembre;10;11/10/2016;2016;Julio;14;7/14/2016;2012;Marzo;30;3/30/2012;No;4;1;Ecuatoriano;EC;1983;8;7;08/07/1983;33;2;Mestizo;Si;Superior;Loja;Loja;Valle;Urbana;Ecuatoriana;EC;1989;3;28;3/28/1989;27;1;Mestiza;Si;Superior;Loja;Loja;Sucre;Urbana
1;Loja;Loja;Loja, cabecera cantonal y capital provincial;2016;Julio;20;7/20/2016;2016;Julio;8;07/08/2016;2012;Febrero;10;02/10/2012;No;4;1;Ecuatoriano;EC;1984;2;17;2/17/1984;32;0;Mestizo;Si;Superior;Loja;Loja;Loja, cabecera cantonal y capital provincial;Urbana;Ecuatoriana;EC;1987;11;22;11/22/1987;28;2;Mestiza;Si;Superior;Loja;Loja;Loja, cabecera cantonal y capital provincial;Urbana
1;Loja;Loja;Loja, cabecera cantonal y capital provincial;2016;Noviembre;25;11/25/2016;2016;Julio;12;07/12/2016;2009;Junio;12;06/12/2009;No;7;1;Ecuatoriano;EC;1989;1;3;01/03/1989;27;0;Mestizo;Si;Primaria;Loja;Loja;Sucre;Urbana;Ecuatoriana;EC;1991;9;2;09/02/1991;25;1;Mestiza;Si;Primaria;Loja;Loja;Sucre;Urbana
1;Loja;Loja;Loja, cabecera cantonal y capital provincial;2016;Diciembre;20;12/20/2016;2016;Julio;12;07/12/2016;2010;Junio;2;06/02/2010;No;6;10;Ecuatoriano;EC;1986;10;3;10/03/1986;30;0;Mestizo;Si;Secundaria;Loja;Loja;Loja, cabecera cantonal y capital provincial;Urbana;Ecuatoriana;EC;1987;1;21;1/21/1987;29;2;Mestiza;Si;Se ignora;Loja;Loja;Valle;Urbana
1;Loja;Loja;Loja, cabecera cantonal y capital provincial;2016;Julio;18;7/18/2016;2016;Julio;4;07/04/2016;2008;Marzo;5;03/05/2008;Se ignora;8;1;Ecuatoriano;EC;1985;8;19;8/19/1985;30;0;Mestizo;Si;Secundaria;Loja;Loja;Valle;Urbana;Ecuatoriana;EC;1992;7;8;07/08/1992;24;1;Mestiza;Si;Secundaria;Loja;Loja;Loja, cabecera cantonal y capital provincial;Urbana
1;Loja;Loja;Loja, cabecera cantonal y capital provincial;2016;Julio;20;7/20/2016;2016;Julio;6;07/06/2016;2010;Diciembre;17;12/17/2010;No;5;1;Ecuatoriano;EC;1985;1;11;01/11/1985;31;0;Mestizo;Si;Primaria;Zamora Chinchipe;Palanda;Palanda, cabecera cantonal;Urbana;Ecuatoriana;EC;1992;1;6;01/06/1992;24;1;Mestiza;Si;Primaria;Loja;Loja;Sucre;Urbana
1;Loja;Loja;Loja, cabecera cantonal y capital provincial;2016;Agosto;4;08/04/2016;2016;Julio;20;7/20/2016;2010;Julio;26;7/26/2010;Se ignora;6;10;Ecuatoriano;EC;1988;1;15;1/15/1988;28;0;Mestizo;Si;Secundaria;Loja;Loja;Valle;Urbana;Ecuatoriana;EC;1990;9;17;9/17/1990;25;2;Mestiza;Si;Secundaria;Loja;Loja;Loja, cabecera cantonal y capital provincial;Urbana
1;Loja;Loja;Loja, cabecera cantonal y capital provincial;2016;Septiembre;6;09/06/2016;2016;Julio;26;7/26/2016;1968;Junio;12;06/12/1968;No;48;10;Ecuatoriano;EC;1946;11;11;11/11/1946;69;0;Mestizo;Si;Primaria;Pichincha;Quito;Quito Distrito Metropolitano, cabecera cantonal, capital provincial;Urbana;Ecuatoriana;EC;1937;12;16;12/16/1937;78;0;Mestiza;Si;Ciclo postbachillerato;Pichincha;Quito;Quito Distrito Metropolitano, cabecera cantonal, capital provincial;Urbana
1;Loja;Loja;Loja, cabecera cantonal y capital provincial;2016;Agosto;18;8/18/2016;2016;Julio;11;07/11/2016;1993;Diciembre;1;12/01/1993;Se ignora;22;1;Ecuatoriano;EC;1964;12;20;12/20/1964;51;0;Mestizo;Si;Superior;Loja;Loja;San Sebastian;Urbana;Ecuatoriana;EC;1974;1;10;01/10/1974;42;0;Mestiza;Si;Superior;Loja;Loja;San Sebastian;Urbana
1;Loja;Loja;Loja, cabecera cantonal y capital provincial;2016;Julio;6;07/06/2016;2016;Junio;6;06/06/2016;2011;Febrero;9;02/09/2011;No;5;1;Ecuatoriano;EC;1981;4;24;4/24/1981;35;0;Mestizo;Si;Secundaria;Azuay;Cuenca;Cuenca, cabecera cantonal y capital provincial;Urbana;Ecuatoriana;EC;1973;6;14;6/14/1973;43;0;Mestiza;Si;Secundaria;Azuay;Cuenca;Bellavista;Urbana
1;Loja;Loja;Loja, cabecera cantonal y capital provincial;2016;Julio;12;07/12/2016;2016;Junio;22;6/22/2016;2004;Septiembre;1;09/01/2004;Se ignora;11;1;Ecuatoriano;EC;1974;6;10;06/10/1974;42;0;Mestizo;Si;Primaria;Loja;Puyango;Alamor, cabecera cantonal;Urbana;Ecuatoriana;EC;1986;9;15;9/15/1986;29;2;Mestiza;Si;Primaria;Loja;Puyango;Alamor, cabecera cantonal;Urbana
1;Loja;Loja;Loja, cabecera cantonal y capital provincial;2016;Junio;23;6/23/2016;2016;Junio;13;6/13/2016;1980;Julio;16;7/16/1980;Si;35;10;Ecuatoriano;EC;1958;11;4;11/04/1958;57;0;Mestizo;Si;Secundaria;Loja;Loja;Loja, cabecera cantonal y capital provincial;Urbana;Ecuatoriana;EC;1958;1;20;1/20/1958;58;0;Mestiza;Si;Secundaria;Loja;Loja;Loja, cabecera cantonal y capital provincial;Urbana
1;Loja;Loja;Loja, cabecera cantonal y capital provincial;2016;Agosto;4;08/04/2016;2016;Junio;6;06/06/2016;2008;Septiembre;23;9/23/2008;Se ignora;7;1;Ecuatoriano;EC;1977;8;10;08/10/1977;38;0;Mestizo;Si;Secundaria;Loja;Calvas;Cariamanga, cabecera cantonal;Urbana;Ecuatoriana;EC;1980;12;25;12/25/1980;35;3;Mestiza;Si;Primaria;El Oro;Arenillas;Arenillas, cabecera cantonal;Urbana
1;Loja;Loja;Loja, cabecera cantonal y capital provincial;2016;Julio;13;7/13/2016;2016;Junio;22;6/22/2016;1995;Septiembre;7;09/07/1995;Se ignora;20;1;Ecuatoriano;EC;1974;6;12;06/12/1974;42;0;Mestizo;Si;Superior;Loja;Loja;Sucre;Urbana;Ecuatoriana;EC;1975;1;25;1/25/1975;41;5;Mestiza;Si;Superior;Loja;Loja;Loja, cabecera cantonal y capital provincial;Urbana
1;Loja;Loja;Loja, cabecera cantonal y capital provincial;2016;Abril;7;04/07/2016;2012;Marzo;28;3/28/2012;2002;Agosto;20;8/20/2002;No;13;10;Ecuatoriano;EC;1979;1;28;1/28/1979;37;0;Mestizo;Si;Primaria;Guayas;Guayaquil;Tenguel;Rural;Ecuatoriana;EC;1983;5;20;5/20/1983;32;3;Mestiza;Si;Primaria;Loja;Loja;Loja, cabecera cantonal y capital provincial;Urbana
