ofi_insc;prov_insc;cant_insc;parr_insc;anio_insc;mes_insc;dia_insc;fecha_insc;anio_div;mes_div;dia_div;fecha_div;anio_mat;mes_mat;dia_mat;fecha_mat;mcapbie;dur_mat;cau_div;nac_hom;cod_paish;anio_nach;mes_nach;dia_nach;fecha_nach;edad_hom;hijos_hom;p_etnica_hom;sabe_leerh;niv_insth;prov_habh;cant_habh;parr_habh;area_hom;nac_muj;cod_paism;anio_nacm;mes_nacm;dia_nacm;fecha_nacm;edad_muj;hijos_muj;p_etnica_muj;sabe_leerm;niv_instm;prov_habm;cant_habm;parr_habm;area_muj
1;Loja;Loja;Loja, cabecera cantonal y capital provincial;2016;Abril;26;4/26/2016;2016;Abril;11;04/11/2016;2004;Septiembre;30;9/30/2004;No;11;10;Ecuatoriano;EC;1965;6;22;6/22/1965;50;0;Mestizo;Si;Secundaria;Loja;Loja;Loja, cabecera cantonal y capital provincial;Urbana;Ecuatoriana;EC;1975;10;8;10/08/1975;40;2;Mestiza;Si;Primaria;Loja;Loja;El Sagrario;Urbana
1;Loja;Loja;Loja, cabecera cantonal y capital provincial;2016;Agosto;1;08/01/2016;2016;Abril;5;04/05/2016;2013;Abril;5;04/05/2013;No;3;1;Ecuatoriano;EC;1982;7;23;7/23/1982;34;0;Mestizo;Si;Superior;Loja;Loja;Loja, cabecera cantonal y capital provincial;Urbana;Ecuatoriana;EC;1976;7;23;7/23/1976;40;0;Mestiza;Si;Superior;Loja;Loja;Loja, cabecera cantonal y capital provincial;Urbana
1;Loja;Loja;Loja, cabecera cantonal y capital provincial;2016;Octubre;4;10/04/2016;2016;Abril;26;4/26/2016;1998;Febrero;6;02/06/1998;No;18;1;Ecuatoriano;EC;1971;4;16;4/16/1971;45;0;Mestizo;Si;Secundaria;El Oro;Pasaje;Ochoa Leon (Matriz);Urbana;Ecuatoriana;EC;1975;7;15;7/15/1975;41;2;Mestiza;Si;Primaria;El Oro;Pasaje;Ochoa Leon (Matriz);Urbana
1;Loja;Loja;Loja, cabecera cantonal y capital provincial;2016;Mayo;7;05/07/2016;2016;Abril;14;4/14/2016;1995;Julio;21;7/21/1995;No;20;10;Ecuatoriano;EC;1975;10;29;10/29/1975;40;0;Mestizo;Si;Secundaria;Exterior;Exterior;Exterior;Urbana;Ecuatoriana;EC;1972;6;17;6/17/1972;43;0;Mestiza;Si;Secundaria;Loja;Loja;San Sebastian;Urbana
1;Loja;Loja;Loja, cabecera cantonal y capital provincial;2016;Mayo;6;05/06/2016;2016;Abril;14;4/14/2016;1996;Marzo;13;3/13/1996;No;20;1;Ecuatoriano;EC;1976;2;20;2/20/1976;40;0;Mestizo;Si;Secundaria;Loja;Loja;Loja, cabecera cantonal y capital provincial;Urbana;Ecuatoriana;EC;1977;4;25;4/25/1977;39;3;Mestiza;Si;Secundaria;Loja;Loja;Malacatos (Valladolid);Rural
1;Loja;Loja;Loja, cabecera cantonal y capital provincial;2016;Junio;3;06/03/2016;2016;Abril;29;4/29/2016;1998;Octubre;19;10/19/1998;Se ignora;17;10;Ecuatoriano;EC;1941;9;3;09/03/1941;74;0;Mestizo;Si;Primaria;Loja;Olmedo;Olmedo, cabecera cantonal;Urbana;Ecuatoriana;EC;1977;9;3;09/03/1977;38;3;Mestiza;Si;Se ignora;Loja;Loja;San Sebastian;Urbana
1;Loja;Loja;Loja, cabecera cantonal y capital provincial;2016;Mayo;10;05/10/2016;2016;Abril;1;04/01/2016;1997;Junio;13;6/13/1997;Se ignora;18;1;Ecuatoriano;EC;1968;6;28;6/28/1968;47;0;Mestizo;Se ignora;Se ignora;Loja;Loja;Sucre;Urbana;Ecuatoriana;EC;1977;5;30;5/30/1977;38;2;Mestiza;Si;Primaria;Loja;Loja;San Sebastian;Urbana
1;Loja;Loja;Loja, cabecera cantonal y capital provincial;2016;Abril;26;4/26/2016;2016;Abril;13;4/13/2016;1996;Julio;31;7/31/1996;No;19;1;Ecuatoriano;EC;1962;8;8;08/08/1962;53;2;Montubio;Si;Primaria;Loja;Catamayo;Catamayo;Urbana;Ecuatoriana;EC;1976;9;18;9/18/1976;39;0;Mestiza;Si;Se ignora;Loja;Loja;San Sebastian;Urbana
1;Loja;Loja;Loja, cabecera cantonal y capital provincial;2016;Junio;13;6/13/2016;2016;Abril;19;4/19/2016;1998;Abril;10;04/10/1998;Se ignora;18;1;Ecuatoriano;EC;1977;11;26;11/26/1977;38;0;Mestizo;Si;Secundaria;Loja;Loja;Loja, cabecera cantonal y capital provincial;Urbana;Ecuatoriana;EC;1979;10;3;10/03/1979;36;2;Mestiza;Si;Secundaria;Loja;Loja;San Sebastian;Urbana
1;Loja;Loja;Loja, cabecera cantonal y capital provincial;2016;Agosto;1;08/01/2016;2016;Abril;26;4/26/2016;2002;Diciembre;10;12/10/2002;No;13;1;Ecuatoriano;EC;1978;3;8;03/08/1978;38;0;Mestizo;Si;Secundaria;Loja;Loja;El Sagrario;Urbana;Ecuatoriana;EC;1979;11;6;11/06/1979;36;3;Mestiza;Si;Superior;Loja;Loja;Loja, cabecera cantonal y capital provincial;Urbana
1;Loja;Loja;Loja, cabecera cantonal y capital provincial;2016;Mayo;13;5/13/2016;2016;Abril;29;4/29/2016;2003;Julio;25;7/25/2003;Se ignora;12;2;Ecuatoriano;EC;1981;5;21;5/21/1981;34;0;Mestizo;Si;Secundaria;Loja;Loja;Valle;Urbana;Ecuatoriana;EC;1980;3;27;3/27/1980;36;2;Mestiza;Si;Secundaria;Loja;Loja;Loja, cabecera cantonal y capital provincial;Urbana
1;Loja;Loja;Loja, cabecera cantonal y capital provincial;2016;Agosto;26;8/26/2016;2016;Abril;4;04/04/2016;2012;Junio;20;6/20/2012;Se ignora;4;10;Ecuatoriano;EC;1993;7;4;07/04/1993;23;0;Mestizo;Se ignora;Se ignora;Pichincha;Quito;Quito Distrito Metropolitano, cabecera cantonal, capital provincial;Urbana;Ecuatoriana;EC;1993;3;10;03/10/1993;23;1;Mestiza;Si;Secundaria;Loja;Loja;Valle;Urbana
1;Loja;Loja;Loja, cabecera cantonal y capital provincial;2016;Junio;8;06/08/2016;2016;Abril;15;4/15/2016;2000;Julio;21;7/21/2000;No;15;10;Ecuatoriano;EC;1977;3;18;3/18/1977;39;0;Mestizo;Si;Secundaria;Loja;Saraguro;Saraguro, cabecera cantonal;Urbana;Ecuatoriana;EC;1980;7;31;7/31/1980;35;0;Mestiza;Si;Secundaria;Loja;Loja;Malacatos (Valladolid);Rural
1;Loja;Loja;Loja, cabecera cantonal y capital provincial;2016;Junio;9;06/09/2016;2016;Abril;21;4/21/2016;2005;Diciembre;12;12/12/2005;Se ignora;10;1;Ecuatoriano;EC;1983;7;5;07/05/1983;32;0;Mestizo;Si;Superior;Loja;Loja;Sucre;Urbana;Ecuatoriana;EC;1983;1;2;01/02/1983;33;0;Mestiza;Si;Superior;Loja;Loja;Loja, cabecera cantonal y capital provincial;Urbana
1;Loja;Loja;Loja, cabecera cantonal y capital provincial;2016;Agosto;10;08/10/2016;2016;Abril;4;04/04/2016;2010;Septiembre;23;9/23/2010;Se ignora;5;1;Ecuatoriano;EC;1984;10;5;10/05/1984;31;0;Mestizo;Si;Superior;Loja;Loja;Loja, cabecera cantonal y capital provincial;Urbana;Ecuatoriana;EC;1983;3;17;3/17/1983;33;1;Mestiza;Si;Secundaria;Loja;Loja;San Sebastian;Urbana
1;Loja;Loja;Loja, cabecera cantonal y capital provincial;2016;Abril;29;4/29/2016;2016;Abril;25;4/25/2016;2015;Enero;30;1/30/2015;No;1;1;Ecuatoriano;EC;1981;11;10;11/10/1981;34;0;Mestizo;Si;Secundaria;Loja;Loja;San Sebastian;Urbana;Ecuatoriana;EC;1981;10;7;10/07/1981;34;0;Mestiza;Si;Primaria;Loja;Catamayo;Catamayo;Urbana
1;Loja;Loja;Loja, cabecera cantonal y capital provincial;2016;Diciembre;15;12/15/2016;2016;Abril;20;4/20/2016;2010;Agosto;10;08/10/2010;No;6;1;Ecuatoriano;EC;1978;5;8;05/08/1978;38;0;Mestizo;Si;Superior;Loja;Loja;Sucre;Urbana;Ecuatoriana;EC;1989;9;16;9/16/1989;27;2;Mestiza;Si;Superior;Loja;Loja;Sucre;Urbana
1;Loja;Loja;Loja, cabecera cantonal y capital provincial;2016;Mayo;3;05/03/2016;2016;Abril;18;4/18/2016;2009;Octubre;8;10/08/2009;Se ignora;6;1;Ecuatoriano;EC;1990;5;5;05/05/1990;25;0;Mestizo;Si;Secundaria;Loja;Loja;Valle;Urbana;Ecuatoriana;EC;1990;5;20;5/20/1990;25;1;Mestiza;Si;Secundaria;Loja;Loja;Valle;Urbana
1;Loja;Loja;Loja, cabecera cantonal y capital provincial;2016;Abril;25;4/25/2016;2016;Abril;25;4/25/2016;2014;Diciembre;12;12/12/2014;No;1;1;Ecuatoriano;EC;1995;1;2;01/02/1995;21;0;Mestizo;Si;Educacion basica/media;Loja;Loja;San Sebastian;Urbana;Ecuatoriana;EC;1996;9;20;9/20/1996;19;0;Mestiza;Si;Bachillerato;Loja;Loja;Sucre;Urbana
1;Loja;Loja;Loja, cabecera cantonal y capital provincial;2016;Noviembre;21;11/21/2016;2016;Abril;1;04/01/2016;2011;Mayo;5;05/05/2011;No;5;1;Ecuatoriano;EC;1991;4;23;4/23/1991;25;0;Mestizo;Si;Ciclo posbachillerato;Loja;Loja;Valle;Urbana;Ecuatoriana;EC;1991;5;7;05/07/1991;25;1;Mestiza;Si;Primaria;Loja;Loja;San Sebastian;Urbana
1;Loja;Loja;Loja, cabecera cantonal y capital provincial;2016;Abril;25;4/25/2016;2016;Abril;15;4/15/2016;2013;Diciembre;6;12/06/2013;No;2;1;Ecuatoriano;EC;1990;3;13;3/13/1990;26;0;Mestizo;Si;Superior;Loja;Loja;Loja, cabecera cantonal y capital provincial;Urbana;Ecuatoriana;EC;1989;5;23;5/23/1989;26;0;Mestiza;Si;Superior;Loja;Loja;Loja, cabecera cantonal y capital provincial;Urbana
1;Loja;Loja;Loja, cabecera cantonal y capital provincial;2016;Junio;3;06/03/2016;2013;Octubre;24;10/24/2013;1998;Julio;22;7/22/1998;No;17;10;Ecuatoriano;EC;1968;11;18;11/18/1968;47;0;Mestizo;Si;Superior;Loja;Loja;El Sagrario;Urbana;Ecuatoriana;EC;1967;2;2;02/02/1967;49;2;Mestiza;Si;Superior;Loja;Loja;Loja, cabecera cantonal y capital provincial;Urbana
1;Loja;Loja;Loja, cabecera cantonal y capital provincial;2016;Abril;22;4/22/2016;2016;Abril;19;4/19/2016;2010;Noviembre;22;11/22/2010;No;5;1;Ecuatoriano;EC;1991;3;14;3/14/1991;25;0;Mestizo;Si;Primaria;Loja;Loja;San Sebastian;Urbana;Ecuatoriana;EC;1990;11;1;11/01/1990;25;0;Mestiza;Si;Primaria;Loja;Loja;San Sebastian;Urbana
1;Loja;Loja;Loja, cabecera cantonal y capital provincial;2016;Agosto;19;8/19/2016;2016;Abril;10;04/10/2016;2008;Enero;24;1/24/2008;Se ignora;8;1;Ecuatoriano;EC;1984;10;25;10/25/1984;31;0;Mestizo;Si;Primaria;Loja;Gonzanama;Gonzanama, cabecera cantonal;Urbana;Ecuatoriana;EC;1986;12;23;12/23/1986;29;1;Mestiza;Si;Superior;Loja;Calvas;Cariamanga, cabecera cantonal;Urbana
1;Loja;Loja;Loja, cabecera cantonal y capital provincial;2016;Septiembre;1;09/01/2016;2016;Abril;19;4/19/2016;2009;Marzo;13;3/13/2009;No;7;1;Ecuatoriano;EC;1981;12;1;12/01/1981;34;0;Mestizo;Si;Secundaria;Loja;Loja;Sucre;Urbana;Ecuatoriana;EC;1989;8;18;8/18/1989;27;2;Mestiza;Si;Superior;Loja;Gonzanama;Gonzanama, cabecera cantonal;Urbana
1;Loja;Loja;Loja, cabecera cantonal y capital provincial;2016;Julio;28;7/28/2016;2016;Abril;12;04/12/2016;2013;Noviembre;29;11/29/2013;Se ignora;2;1;Ecuatoriano;EC;1987;7;15;7/15/1987;29;0;Mestizo;Si;Superior;Loja;Saraguro;Saraguro, cabecera cantonal;Urbana;Ecuatoriana;EC;1988;6;21;6/21/1988;28;1;Mestiza;Si;Superior;Loja;Catamayo;Catamayo;Urbana
1;Loja;Loja;Loja, cabecera cantonal y capital provincial;2016;Mayo;31;5/31/2016;2016;Abril;12;04/12/2016;2009;Noviembre;5;11/05/2009;No;6;1;Ecuatoriano;EC;1988;9;23;9/23/1988;27;0;Mestizo;Si;Superior;Loja;Loja;Loja, cabecera cantonal y capital provincial;Urbana;Ecuatoriana;EC;1987;12;15;12/15/1987;28;1;Mestiza;Si;Primaria;Loja;Loja;Sucre;Urbana
1;Loja;Loja;Loja, cabecera cantonal y capital provincial;2016;Junio;3;06/03/2016;2016;Abril;22;4/22/2016;2009;Junio;3;06/03/2009;No;7;10;Ecuatoriano;EC;1990;1;1;01/01/1990;26;0;Mestizo;Si;Primaria;Loja;Loja;El Sagrario;Urbana;Ecuatoriana;EC;1989;12;25;12/25/1989;26;0;Mestiza;Si;Se ignora;Loja;Loja;El Sagrario;Urbana
1;Loja;Loja;Loja, cabecera cantonal y capital provincial;2016;Abril;26;4/26/2016;2016;Abril;22;4/22/2016;2014;Julio;18;7/18/2014;No;1;1;Ecuatoriano;EC;1992;6;2;06/02/1992;23;0;Mestizo;Si;Secundaria;Loja;Loja;San Sebastian;Urbana;Ecuatoriana;EC;1994;10;24;10/24/1994;21;1;Mestiza;Si;Bachillerato;Loja;Loja;Loja, cabecera cantonal y capital provincial;Urbana
1;Loja;Loja;Loja, cabecera cantonal y capital provincial;2016;Agosto;2;08/02/2016;2016;Abril;28;4/28/2016;2010;Mayo;20;5/20/2010;No;6;1;Ecuatoriano;EC;1988;4;7;04/07/1988;28;0;Montubio;Si;Superior;Loja;Loja;Vilcabamba  (Victoria);Rural;Ecuatoriana;EC;1990;2;2;02/02/1990;26;1;Montubia;Si;Superior;Loja;Loja;Loja, cabecera cantonal y capital provincial;Urbana
1;Loja;Loja;Loja, cabecera cantonal y capital provincial;2016;Abril;4;04/04/2016;2016;Abril;4;04/04/2016;2013;Octubre;22;10/22/2013;No;2;1;Ecuatoriano;EC;1977;4;5;04/05/1977;38;0;Mestizo;Si;Superior;Loja;Loja;Sucre;Urbana;Ecuatoriana;EC;1989;2;8;02/08/1989;27;0;Mestiza;Si;Secundaria;Loja;Loja;Loja, cabecera cantonal y capital provincial;Urbana
1;Loja;Loja;Loja, cabecera cantonal y capital provincial;2016;Junio;3;06/03/2016;2016;Abril;27;4/27/2016;2006;Mayo;11;05/11/2006;No;10;10;Ecuatoriano;EC;1980;5;20;5/20/1980;36;0;Mestizo;Si;Primaria;Loja;Loja;Sucre;Urbana;Ecuatoriana;EC;1975;3;23;3/23/1975;41;1;Mestiza;Si;Primaria;Guayas;Milagro;Milagro, cabecera cantonal;Urbana
1;Loja;Loja;Loja, cabecera cantonal y capital provincial;2016;Junio;1;06/01/2016;2016;Abril;27;4/27/2016;1996;Agosto;21;8/21/1996;No;19;10;Ecuatoriano;EC;1972;12;15;12/15/1972;43;0;Mestizo;Si;Primaria;Loja;Loja;Sucre;Urbana;Ecuatoriana;EC;1975;2;1;02/01/1975;41;0;Mestiza;Si;Secundaria;Morona Santiago;Morona;Sevilla Don Bosco;Rural
1;Loja;Loja;Loja, cabecera cantonal y capital provincial;2016;Abril;20;4/20/2016;2016;Abril;19;4/19/2016;1985;Abril;28;4/28/1985;No;30;1;Ecuatoriano;EC;1960;6;4;06/04/1960;55;0;Mestizo;Si;Superior;Loja;Loja;Loja, cabecera cantonal y capital provincial;Urbana;Ecuatoriana;EC;1966;10;15;10/15/1966;49;0;Mestiza;Si;Secundaria;Loja;Catamayo;El Tambo;Rural
1;Loja;Loja;Loja, cabecera cantonal y capital provincial;2016;Junio;1;06/01/2016;2016;Abril;28;4/28/2016;2001;Diciembre;4;12/04/2001;Se ignora;14;10;Ecuatoriano;EC;1975;2;10;02/10/1975;41;0;Mestizo;Si;Secundaria;Loja;Loja;Valle;Urbana;Ecuatoriana;EC;1982;2;21;2/21/1982;34;1;Mestiza;Si;Secundaria;Loja;Loja;Loja, cabecera cantonal y capital provincial;Urbana
1;Loja;Loja;Loja, cabecera cantonal y capital provincial;2016;Octubre;17;10/17/2016;2016;Agosto;29;8/29/2016;2010;Enero;15;1/15/2010;No;6;1;Ecuatoriano;EC;1983;9;16;9/16/1983;33;0;Mestizo;Si;Superior;Loja;Loja;Sucre;Urbana;Ecuatoriana;EC;1984;11;21;11/21/1984;31;1;Mestiza;Si;Primaria;Guayas;Guayaquil;Ximena;Urbana
1;Loja;Loja;Loja, cabecera cantonal y capital provincial;2016;Septiembre;1;09/01/2016;2016;Agosto;15;8/15/2016;1998;Mayo;14;5/14/1998;No;18;10;Ecuatoriano;EC;1958;10;15;10/15/1958;57;0;Mestizo;Si;Se ignora;Zamora Chinchipe;Zamora;Zamora;Urbana;Ecuatoriana;EC;1954;10;28;10/28/1954;61;0;Mestiza;Si;Secundaria;Loja;Loja;Valle;Urbana
1;Loja;Loja;Loja, cabecera cantonal y capital provincial;2016;Noviembre;16;11/16/2016;2016;Agosto;22;8/22/2016;1985;Abril;3;04/03/1985;No;31;10;Ecuatoriano;EC;1956;5;17;5/17/1956;60;0;Mestizo;Si;Secundaria;Pichincha;Quito;Quito Distrito Metropolitano, cabecera cantonal, capital provincial;Urbana;Ecuatoriana;EC;1959;12;13;12/13/1959;56;0;Mestiza;Si;Secundaria;Pichincha;Quito;Quito Distrito Metropolitano, cabecera cantonal, capital provincial;Urbana
1;Loja;Loja;Loja, cabecera cantonal y capital provincial;2016;Octubre;13;10/13/2016;2016;Agosto;16;8/16/2016;1981;Junio;2;06/02/1981;No;35;10;Ecuatoriano;EC;1957;9;29;9/29/1957;59;0;Mestizo;Si;Secundaria;Loja;Loja;Loja, cabecera cantonal y capital provincial;Urbana;Ecuatoriana;EC;1963;5;26;5/26/1963;53;0;Mestiza;Si;Superior;Loja;Loja;San Sebastian;Urbana
1;Loja;Loja;Loja, cabecera cantonal y capital provincial;2016;Agosto;24;8/24/2016;2016;Agosto;11;08/11/2016;1984;Junio;28;6/28/1984;Se ignora;32;1;Ecuatoriano;EC;1942;7;22;7/22/1942;74;0;Mestizo;Si;Primaria;Loja;Loja;Sucre;Urbana;Ecuatoriana;EC;1957;7;7;07/07/1957;59;0;Mestiza;Si;Primaria;Loja;Loja;Sucre;Urbana
1;Loja;Loja;Loja, cabecera cantonal y capital provincial;2016;Agosto;23;8/23/2016;2016;Agosto;10;08/10/2016;1996;Octubre;1;10/01/1996;No;19;1;Ecuatoriano;EC;1949;11;28;11/28/1949;66;0;Mestizo;Si;Secundaria;Guayas;Guayaquil;Tarqui;Urbana;Ecuatoriana;EC;1970;5;30;5/30/1970;46;0;Mestiza;Si;Superior;Loja;Loja;San Sebastian;Urbana
1;Loja;Loja;Loja, cabecera cantonal y capital provincial;2016;Septiembre;13;9/13/2016;2016;Agosto;1;08/01/2016;1994;Marzo;1;03/01/1994;No;22;10;Ecuatoriano;EC;1954;8;16;8/16/1954;62;0;Mestizo;Si;Primaria;Loja;Loja;Valle;Urbana;Ecuatoriana;EC;1968;10;5;10/05/1968;47;0;Mestiza;Si;Secundaria;Exterior;Exterior;Exterior;Urbana
1;Loja;Loja;Loja, cabecera cantonal y capital provincial;2016;Septiembre;5;09/05/2016;2016;Agosto;18;8/18/2016;1994;Octubre;3;10/03/1994;No;21;10;Ecuatoriano;EC;1971;5;10;05/10/1971;45;0;Mestizo;Si;Primaria;Loja;Loja;Vilcabamba  (Victoria);Rural;Ecuatoriana;EC;1970;2;7;02/07/1970;46;2;Mestiza;Si;Ciclo postbachillerato;Loja;Loja;Sucre;Urbana
1;Loja;Loja;Loja, cabecera cantonal y capital provincial;2016;Septiembre;8;09/08/2016;2016;Agosto;1;08/01/2016;1998;Noviembre;4;11/04/1998;No;17;1;Ecuatoriano;EC;1974;8;29;8/29/1974;42;0;Mestizo;Si;Secundaria;Loja;Loja;Sucre;Urbana;Ecuatoriana;EC;1973;6;10;06/10/1973;43;2;Mestiza;Si;Superior;Loja;Loja;Sucre;Urbana
1;Loja;Loja;Loja, cabecera cantonal y capital provincial;2016;Agosto;29;8/29/2016;2016;Agosto;29;8/29/2016;1990;Abril;25;4/25/1990;Se ignora;26;1;Ecuatoriano;EC;1954;5;30;5/30/1954;62;0;Mestizo;Si;Primaria;Loja;Loja;Sucre;Urbana;Ecuatoriana;EC;1957;1;9;01/09/1957;59;0;Mestiza;Si;Secundaria;Loja;Loja;El Sagrario;Urbana
1;Loja;Loja;Loja, cabecera cantonal y capital provincial;2016;Septiembre;1;09/01/2016;2016;Agosto;8;08/08/2016;1992;Octubre;8;10/08/1992;No;23;10;Ecuatoriano;EC;1968;5;5;05/05/1968;48;0;Mestizo;Si;Ciclo posbachillerato;Loja;Loja;Sucre;Urbana;Ecuatoriana;EC;1974;7;30;7/30/1974;42;3;Mestiza;Si;Primaria;Loja;Loja;Sucre;Urbana
1;Loja;Loja;Loja, cabecera cantonal y capital provincial;2016;Septiembre;7;09/07/2016;2016;Agosto;2;08/02/2016;1991;Noviembre;23;11/23/1991;No;24;1;Ecuatoriano;EC;1973;1;13;1/13/1973;43;0;Mestizo;Si;Primaria;Loja;Catamayo;Catamayo;Urbana;Ecuatoriana;EC;1974;9;3;09/03/1974;42;2;Mestiza;Si;Se ignora;Loja;Catamayo;Catamayo;Urbana
1;Loja;Loja;Loja, cabecera cantonal y capital provincial;2016;Septiembre;22;9/22/2016;2016;Agosto;31;8/31/2016;1992;Septiembre;25;9/25/1992;No;23;10;Ecuatoriano;EC;1971;9;5;09/05/1971;45;0;Mestizo;Si;Primaria;Loja;Loja;Sucre;Urbana;Ecuatoriana;EC;1975;8;24;8/24/1975;41;0;Mestiza;Si;Secundaria;Loja;Loja;Sucre;Urbana
1;Loja;Loja;Loja, cabecera cantonal y capital provincial;2016;Septiembre;21;9/21/2016;2016;Agosto;5;08/05/2016;1993;Marzo;11;03/11/1993;No;23;10;Ecuatoriano;EC;1963;1;29;1/29/1963;53;0;Mestizo;Si;Secundaria;Loja;Loja;Malacatos (Valladolid);Rural;Ecuatoriana;EC;1976;1;17;1/17/1976;40;1;Mestiza;Si;Secundaria;Loja;Loja;Malacatos (Valladolid);Rural
1;Loja;Loja;Loja, cabecera cantonal y capital provincial;2016;Diciembre;1;12/01/2016;2016;Agosto;29;8/29/2016;2005;Febrero;21;2/21/2005;No;11;1;Ecuatoriano;EC;1977;6;4;06/04/1977;39;0;Mestizo;Si;Primaria;Manabi;Portoviejo;Portoviejo, cabecera cantonal y capital provincial;Urbana;Ecuatoriana;EC;1975;10;24;10/24/1975;41;1;Mestiza;Si;Secundaria;Loja;Loja;Sucre;Urbana
1;Loja;Loja;Loja, cabecera cantonal y capital provincial;2016;Septiembre;27;9/27/2016;2016;Agosto;10;08/10/2016;2000;Marzo;17;3/17/2000;No;16;1;Ecuatoriano;EC;1976;12;1;12/01/1976;39;0;Mestizo;Si;Superior;Loja;Calvas;Cariamanga;Urbana;Ecuatoriana;EC;1978;2;20;2/20/1978;38;2;Mestiza;Si;Superior;Loja;Loja;El Sagrario;Urbana
1;Loja;Loja;Loja, cabecera cantonal y capital provincial;2016;Agosto;23;8/23/2016;2016;Agosto;3;08/03/2016;2006;Febrero;10;02/10/2006;Se ignora;10;1;Ecuatoriano;EC;1982;4;28;4/28/1982;34;0;Mestizo;Si;Superior;Loja;Loja;Valle;Urbana;Ecuatoriana;EC;1977;7;15;7/15/1977;39;2;Mestiza;Si;Se ignora;Loja;Loja;Valle;Urbana
1;Loja;Loja;Loja, cabecera cantonal y capital provincial;2016;Septiembre;15;9/15/2016;2016;Agosto;30;8/30/2016;2003;Enero;21;1/21/2003;No;13;1;Ecuatoriano;EC;1981;5;4;05/04/1981;35;0;Mestizo;Si;Superior;Loja;Loja;Sucre;Urbana;Ecuatoriana;EC;1982;1;21;1/21/1982;34;0;Mestiza;Si;Superior;Loja;Loja;Sucre;Urbana
1;Loja;Loja;Loja, cabecera cantonal y capital provincial;2016;Septiembre;12;09/12/2016;2016;Agosto;10;08/10/2016;2004;Diciembre;23;12/23/2004;No;11;1;Ecuatoriano;EC;1979;1;20;1/20/1979;37;0;Mestizo;Si;Posgrado;Loja;Loja;Sucre;Urbana;Ecuatoriana;EC;1979;9;27;9/27/1979;36;2;Mestiza;Si;Superior;Loja;Loja;Sucre;Urbana
1;Loja;Loja;Loja, cabecera cantonal y capital provincial;2016;Noviembre;11;11/11/2016;2016;Agosto;9;08/09/2016;2010;Agosto;29;8/29/2010;No;6;1;Ecuatoriano;EC;1984;6;22;6/22/1984;32;0;Mestizo;Si;Secundaria;Loja;Loja;Valle;Urbana;Ecuatoriana;EC;1981;9;6;09/06/1981;35;2;Mestiza;Si;Primaria;Loja;Loja;Valle;Urbana
1;Loja;Loja;Loja, cabecera cantonal y capital provincial;2016;Octubre;11;10/11/2016;2016;Agosto;2;08/02/2016;1997;Septiembre;19;9/19/1997;No;19;1;Ecuatoriano;EC;1976;4;28;4/28/1976;40;0;Mestizo;Si;Secundaria;Loja;Macara;Macara, cabecera cantonal;Urbana;Ecuatoriana;EC;1982;2;21;2/21/1982;34;0;Mestiza;Si;Primaria;Loja;Loja;Loja, cabecera cantonal y capital provincial;Urbana
1;Loja;Loja;Loja, cabecera cantonal y capital provincial;2016;Septiembre;28;9/28/2016;2016;Agosto;23;8/23/2016;1997;Septiembre;11;09/11/1997;No;19;1;Ecuatoriano;EC;1975;3;1;03/01/1975;41;0;Mestizo;Si;Superior;Loja;Loja;Valle;Urbana;Ecuatoriana;EC;1982;4;20;4/20/1982;34;1;Mestiza;Si;Secundaria;Loja;Loja;Malacatos (Valladolid);Rural
1;Loja;Loja;Loja, cabecera cantonal y capital provincial;2016;Septiembre;29;9/29/2016;2016;Agosto;10;08/10/2016;2003;Febrero;24;2/24/2003;No;13;1;Ecuatoriano;EC;1978;4;17;4/17/1978;38;0;Mestizo;Si;Secundaria;El Oro;Machala;Machala;Urbana;Ecuatoriana;EC;1981;4;3;04/03/1981;35;1;Mestiza;Si;Superior;Loja;Catamayo;Catamayo;Urbana
1;Loja;Loja;Loja, cabecera cantonal y capital provincial;2016;Octubre;31;10/31/2016;2016;Agosto;29;8/29/2016;2003;Junio;20;6/20/2003;No;13;1;Ecuatoriano;EC;1971;5;28;5/28/1971;45;0;Mestizo;Si;Ciclo posbachillerato;Loja;Loja;Sucre;Urbana;Ecuatoriana;EC;1979;2;24;2/24/1979;37;0;Mestiza;Si;Superior;Loja;Loja;Sucre;Urbana
1;Loja;Loja;Loja, cabecera cantonal y capital provincial;2016;Septiembre;1;09/01/2016;2016;Agosto;16;8/16/2016;2000;Octubre;31;10/31/2000;No;15;1;Ecuatoriano;EC;1978;6;8;06/08/1978;38;0;Mestizo;Si;Secundaria;Loja;Gonzanama;Nambacola;Rural;Ecuatoriana;EC;1984;10;11;10/11/1984;31;2;Mestiza;Si;Secundaria;Loja;Gonzanama;Nambacola;Rural
1;Loja;Loja;Loja, cabecera cantonal y capital provincial;2016;Septiembre;2;09/02/2016;2016;Agosto;8;08/08/2016;2007;Noviembre;11;11/11/2007;No;8;10;Ecuatoriano;EC;1979;5;28;5/28/1979;37;0;Mestizo;Si;Superior;Loja;Loja;Loja, cabecera cantonal y capital provincial;Urbana;Ecuatoriana;EC;1982;10;6;10/06/1982;33;0;Mestiza;Si;Superior;Loja;Loja;San Sebastian;Urbana
